ec50UM,ic50UM,aMax,actArea
0.04686306,0.04534034,-97.647652,5.6788
0.40914002,0.49108985,-79.792786,2.6076
0.54227114,0.76117885,-72.934807,1.9254
6.25085969,0.0275017,-59.62561,3.7989
0.09392972,0.09538517,-96.342621,4.0604
0.28401184,0.29051441,-89.297211,3.0213
0.79990578,0.79365784,-91.467796,2.3182
7.84664774,6.6022563,-88.888725,0.8575
0.59232867,1.19551957,-54.144627,1.3605
0.3406471,0.3681936,-89.660606,2.7698
0.04900934,0.01858953,-92.155991,5.1485
0.03489791,0.05372363,-86.666107,3.1685
0.47977865,0.52380317,-87.504089,2.5969
2.59388137,8,-29.769541,0.187
0.1655719,0.21325025,-71.514175,3.6362
0.27990514,0.27013734,-91.520294,3.7394
0.02058335,0.02183968,-75.809731,4.6732
0.00939548,0.00761656,-91.723946,6.1199
0.04476025,0.0520006,-96.808929,4.655
0.68157023,0.68657392,-95.373627,2.9305
5.02857208,8,-25.865297,0.4557
1.03710699,1.08672524,-81.442505,2.821
0.11710888,0.11778984,-93.365349,3.8931
8.44890538,2.57881784,-80.175873,2.2068
4.68627739,6.58827448,-55.642509,0.8639
0.67360121,0.78115094,-72.974518,2.475
0.93627912,8,-46.687054,1.1265
0.07442827,0.09155763,-87.241898,4.2205
0.01134356,0.01706219,-89.185005,5.1608
0.01162178,0.00804593,-96.207108,6.5788
0.00552418,0.00844186,-97.29985,6.2215
0.24139404,0.25083476,-92.983521,3.4997
0.16757463,0.17072572,-96.400406,4.0129
0.00693898,0.01056921,-80.362526,4.9176
7.40070603,0.06637825,-86.819763,4.3231
0.02272066,0.0258083,-96.975891,5.0741
0.11305869,0.10500534,-91.494614,4.3506
1.06318188,1.1399914,-89.244064,2.4276
0.47240916,0.52311158,-87.263512,2.8087
0.22988847,0.3001959,-73.048958,2.5525
8.06000595,1.76292276,-74.034126,2.011
0.07765646,0.35531887,-59.354656,2.2718
0.01492827,0.02369694,-78.263359,4.484
0.07432403,0.09193534,-93.615234,3.932
1.93050349,1.41643667,-89.915199,1.9046
0.16163933,8,-8.7316,0.1481
0.17662872,8,-7.243168,0.1507
0.03371239,0.03352656,-75.347527,2.7021
0.34710032,0.32629058,-113.301376,2.3966
0.0521219,0.02864392,-85.704849,4.4053
0.11176001,0.07000075,-120.111778,3.2468
0.14061347,1.040797,-59.880302,1.0498
0.82676327,0.49703249,-96.673676,2.5865
1.37699509,1.66758883,-80.168205,1.4368
1.13311553,1.7248832,-76.695564,1.3823
0.07978057,0.09198338,-70.872147,3.6046
1.9866457,1.3975035,-84.366478,2.0752
0.01680458,1.69553816,-55.813873,2.3323
0.00722614,0.00913067,-62.067966,4.1198
0.08800873,0.09346329,-95.857674,3.9488
0.78224617,0.79297543,-89.016953,2.3615
8.69681208,3.91772008,-62.45438,1.6195
8.64362238,8,-27.363251,0.3396
8.11609585,8,-21.029314,0.2696
0.17980661,0.20072602,-81.640076,4.4626
0.00799742,0.00873767,-94.127167,6.1087
0.22960256,0.2027933,-99.501343,4.0798
0.00403912,8,-85.1315,6.6008
0.01733855,0.01673408,-87.067902,5.3135
0.07501508,0.09756515,-76.170525,4.148
0.27524355,0.30114737,-92.366295,3.1076
6.51264503,0.01174617,-84.707291,4.683
0.04870807,0.04786176,-97.247314,4.5754
0.78229517,0.70859379,-97.313011,2.4461
0.00845425,8,-89.247589,6.2246
1.59298742,1.37647426,-93.882462,1.8932
0.74298674,0.77410299,-89.536491,2.1444
3.90147376,8,-20.449976,0.1403
0.55698711,8,-25.142426,0.343
0.07671992,0.07971938,-86.315674,4.3186
0.10994305,0.37391636,-72.633987,2.8194
6.83274501,0.0191307,-79.671623,4.4659
0.01904659,0.02182828,-72.449112,4.6768
0.07987414,0.08797147,-93.921623,4.0197
0.33121026,0.34008256,-84.791214,2.8681
0.94926345,0.70510823,-94.672417,2.7864
1.14937615,1.05297089,-94.927376,2.9211
9.20406635,8,-44.162483,0.5338
7.70304632,8,-45.513496,0.2313
6.81867799,0.36514071,-61.335995,3.2082
0.08842903,0.10160013,-103.107552,3.9747
7.16875876,1.75608444,-56.107597,2.1599
2.19323659,1.80362892,-79.647949,1.6853
0.44793636,1.08427393,-57.120525,1.6519
1.89699841,2.53105402,-61.281456,1.4249
8.00117456,2.70081806,-92.15538,1.5047
0.47254071,0.67826092,-73.165833,2.0636
0.07532813,0.09516124,-73.346451,3.9915
0.04325254,0.04573277,-100.076347,4.5464
0.18395825,0.31764549,-71.141167,2.388
0.09728244,0.10209295,-86.047844,3.7264
1.83044517,1.94382703,-78.284302,1.8791
4.13345194,8,-43.738873,0.4761
2.54153371,8,-39.19466,0.4836
2.40273142,8,-36.748482,0.3817
0.24593166,1.93717957,-57.478523,1.8151
8.5314283,3.33254004,-78.977615,1.5118
8.91333898,3.0585916,-95.271217,1.3475
0.05858081,0.06372447,-101.034226,4.3308
0.18400115,0.94600999,-55.129799,1.8252
1.97401643,4.7035389,-50.465332,1.0391
9.19756645,4.98329306,-60.763493,1.032
8.01392998,8,-20.794075,0.1303
0.10369985,0.11350877,-87.126129,4.0847
0.02037259,0.44604337,-59.568153,2.4808
0.01242553,0.00533989,-97.571877,6.7248
0.0457163,0.04212645,-96.150352,4.6286
0.18322042,0.24721214,-86.089439,3.3672
3.16234255,3.64370918,-72.778084,0.8244
1.89153051,8,-18.038408,0.0793
0.54228604,0.49958924,-92.592812,3.1995
0.13104604,0.14189495,-88.480873,3.5079
0.00259418,0.00992375,-65.14711,4.6615
0.29391354,0.29970747,-95.875099,3.2598
5.23225021,4.68263149,-91.197556,1.0356
0.10059246,0.11338155,-89.821495,3.8791
0.10641787,0.12876053,-76.648811,3.4641
0.08537583,0.08921947,-91.726593,4.1102
0.01479548,0.14366055,-73.280029,3.1033
0.00427491,0.00384717,-93.605965,6.4682
0.04733093,0.05588104,-95.207878,4.3351
0.11430476,0.12898821,-87.6549,3.7638
8.07010772,8,-40.831757,0.3722
8.36741926,8,-24.308895,0.1918
8.39386788,8,-31.11624,0.2636
7.79371834,8,-25.606161,0.2055
0.02861816,0.03007423,-87.105377,5.1729
0.12902755,0.4943749,-65.752548,2.5274
0.01562417,0.04180861,-59.410816,3.25
0.00707496,0.06644456,-58.330952,3.864
0.04597707,0.05219587,-96.201096,4.5715
1.480986,2.22679758,-68.49511,1.3325
8.38003758,6.11431789,-92.135315,1.4242
0.05623853,0.06165132,-68.81012,3.9897
0.18233188,0.27224112,-79.458733,2.825
0.5832805,0.86341596,-65.245918,1.5988
0.0317043,0.04256358,-77.31543,3.7454
0.01934829,0.02539145,-100.489624,5.0778
1.41335106,2.38295364,-65.451065,1.5226
8.12398543,6.60185051,-92.548065,1.6372
0.3835659,0.56826901,-73.624931,3.0948
0.24072436,0.44640717,-52.88121,1.2294
0.05135742,0.07223804,-83.136276,3.8108
0.08553395,0.16793984,-67.173309,2.7976
1.38874912,1.47544646,-80.970894,1.7504
9.18020131,8,-35.138458,0.3417
0.04626883,0.04307797,-89.821869,4.9316
0.6304394,0.9324047,-70.324532,1.595
1.67059231,1.33961332,-68.071358,2.3665
0.0160411,0.02522195,-77.393387,4.7678
0.05589868,0.06502484,-95.535568,4.298
0.6301133,0.67794842,-88.488228,2.5434
3.19700337,3.66290259,-71.715675,0.9536
8.73986619,8,-20.690296,0.2035
3.22585607,8,-24.618031,0.363
0.03444124,0.04220871,-87.47628,4.6617
0.19335735,0.74617451,-59.621445,2.2389
6.65288675,0.01009147,-65.119728,4.3812
0.03758049,0.03918548,-93.373863,4.6206
0.08667623,0.12682493,-57.912117,2.4224
2.81791902,1.95544756,-90.307404,1.7415
8.49855167,4.2870183,-74.812386,1.2078
1.92555332,2.80642986,-70.223923,1.3392
3.9245863,4.3980155,-67.604889,2.0391
8.47388778,8,-37.903931,0.3236
0.17197615,0.20869371,-73.877136,3.2746
7.11120504,0.65779978,-56.498871,2.7227
4.80794668,5.18898726,-71.611511,0.9451
5.74177226,0.01714126,-58.005058,3.6998
0.07081223,0.13424228,-93.586037,3.5238
0.3338474,1.1100601,-62.096348,1.8703
8.39885912,5.29365444,-61.313419,1.623
2.93998909,8,-20.187965,0.2082
0.08945818,0.14616486,-73.380898,3.5069
6.50107308,0.10254248,-58.984936,3.4785
0.02150629,0.01275917,-74.137695,5.1829
0.03849546,0.0421148,-97.042282,4.7462
1.82394683,0.69927251,-86.662613,3.0074
8.84984215,3.25687742,-75.645889,1.7904
9.30745792,8,-32.812263,0.3248
8.45554668,8,-26.759457,0.5103
0.23062849,8,-17.432611,0.6801
0.34612033,0.56018233,-70.048119,2.0852
0.9708935,2.83324337,-59.378914,2.0158
0.1617087,0.15553784,-86.969864,3.1432
2.25526643,1.95553768,-121.610756,2.1115
7.03647852,3.13224483,-73.395226,1.4499
2.87116408,4.0899725,-58.884491,1.0025
0.03045004,0.06616955,-58.818279,3.1048
9.12620209,4.69119978,-65.250046,1.4926
0.01356874,0.01643954,-78.878418,5.2003
7.26660722,0.11258663,-87.950706,3.5883
0.2704657,0.35032174,-86.275322,3.3782
8.40440261,8,-13.137576,0.1266
3.75606847,8,-20.197918,0.1671
8.95250388,8,-20.437357,0.44
7.39130497,8,-26.555853,0.2016
0.08142354,0.0955186,-79.019127,3.3577
0.23118915,0.37264907,-69.457687,2.5234
0.04921223,0.23799312,-55.687672,2.3595
0.02415389,0.09689749,-59.172211,3.3945
0.03035507,0.03704708,-98.873489,4.6716
0.57321501,0.84021694,-74.164017,2.2942
8.74729227,6.03750229,-63.449814,0.9336
8.32777596,8,-21.428255,0.1666
0.15322769,0.1439212,-92.181969,4.354
0.3564913,0.42252582,-86.993996,2.8785
0.00446228,0.00749757,-92.845238,5.9641
0.14253686,0.16426563,-92.984406,3.6994
4.31050968,3.53205276,-80.749573,1.7276
1.05301976,1.16079092,-81.277588,3.1158
7.28463554,8,-21.924448,0.0388
0.0595203,0.06288233,-76.934769,3.8639
6.60610962,7.94531536,-50.352592,0.4801
0.06957334,0.07207732,-93.50769,4.1861
0.83646238,5.51080465,-52.016392,1.2571
2.5849781,3.22798824,-75.96209,1.1832
0.01223415,8,-96.140671,6.8292
0.1721794,0.2296782,-81.493515,2.7954
0.31504148,0.32493505,-93.323387,2.3295
0.05218098,2.43090844,-51.497894,1.8489
6.01819197,0.00757048,-83.75119,4.8987
0.06668894,0.07082823,-96.976563,3.8112
0.58069837,0.71773052,-85.24379,2.4773
0.05191119,8,-45.815937,2.213
3.00837207,3.66864657,-68.121567,0.969
8.06328963,8,-22.813213,0.3933
2.75645161,8,-19.347092,0.1473
0.10434634,0.13832441,-91.523743,3.6505
7.53832997,0.04487263,-68.064095,4.0841
0.00426224,0.04081547,-98.496468,4.2832
1.83634174,3.3639667,-62.455498,0.8349
3.53554058,3.954422,-78.642586,0.8478
0.16439647,0.19815251,-82.303047,3.6758
0.62764615,1.1276772,-65.029343,1.599
0.02455149,0.03666379,-95.382256,4.71
0.58149767,0.80969167,-77.167931,1.9556
0.03982366,0.0369709,-96.494225,5.4861
5.06027463,8,-96.183815,7.0239
5.78082195,8,-5.125431,0.1029
8.16131621,8,-28.521324,0.2491
0.26721454,0.32970169,-76.301483,3.0622
8.16516365,2.32992411,-71.58934,1.6723
0.07833488,0.08076467,-87.076172,4.389
6.00807377,0.00822804,-91.692474,5.7297
0.02781032,0.02768822,-98.224388,5.0999
0.08747481,0.09905876,-83.078331,3.8462
6.95437527,6.81924009,-72.034096,0.8047
8.40245823,7.8473053,-51.292923,0.5246
0.10862987,0.151631,-61.599155,3.803
1.08481288,0.5666824,-81.102898,3.016
0.00677563,0.00691323,-62.348076,4.9936
0.55024159,0.376811,-98.827507,3.7254
0.74169689,0.86014605,-85.168098,3.3008
1.34759069,8,-37.127968,0.965
8.82191002,8,-42.250019,0.8712
0.08754639,0.09049492,-77.369728,3.905
0.02067778,0.20901133,-72.467812,3.3129
6.01321756,0.00608267,-83.546082,5.5399
0.04555222,0.04853628,-98.583237,4.6008
0.0730301,0.38243261,-75.7911,2.9519
8.9558521,3.25702763,-91.717751,1.5511
0.47526839,0.72293133,-85.072128,2.3686
3.9824667,3.21838236,-89.199036,1.77
2.21572065,2.2234478,-91.377312,1.966
3.95045161,8,-37.052799,0.5041
0.6899426,8,-39.656532,0.8548
2.15223122,4.67321777,-51.130531,0.8533
0.10699353,0.13684075,-84.888435,3.4429
0.26491734,0.28393161,-97.06665,3.5016
0.0060517,0.00566411,-90.852234,6.143
0.06196632,0.06195132,-91.596535,4.5348
0.5001328,0.52462453,-91.511375,2.6696
0.0312313,0.03434077,-78.478134,4.5134
0.18750078,0.20931338,-83.900108,3.5353
0.0103836,0.00836274,-97.032478,6.5093
0.03789083,0.04317669,-93.88028,4.588
0.12367473,0.21439661,-61.372067,2.3833
0.18413873,0.22705416,-87.762939,3.8274
8.46634892,5.23920822,-88.494614,1.1052
6.13919354,3.11391807,-83.585861,1.6382
8.88048293,8,-27.87451,0.4484
8.09884205,8,-32.101685,0.3092
3.05142713,8,-42.986202,0.4418
0.09855096,0.10505536,-86.084221,3.6072
0.12740342,0.25436196,-64.561935,2.9909
0.36311197,0.7041232,-65.078758,1.7798
0.02208384,0.03637432,-73.865883,3.8973
5.85303903,0.00551276,-85.095108,5.3291
0.18152387,0.18679598,-96.474159,3.0692
8.08908784,3.80555058,-75.283279,1.0301
2.8635788,3.66267753,-69.447479,1.1591
0.21269415,0.23383641,-83.932312,3.5942
0.25179726,0.26108813,-95.966743,3.7736
0.09529524,0.08836696,-88.810104,4.855
0.10660803,0.10153927,-97.356071,4.42
8.25264376,3.81919622,-83.787827,1.3732
0.39386612,0.3927927,-96.192673,3.7109
8.11412571,8,-20.631527,0.3719
8.03990068,8,-44.368725,0.4126
7.18258238,8,-19.410412,0.1807
0.07750238,0.06676174,-109.752121,2.9712
0.44179931,0.41240022,-107.901276,1.7063
8.27284649,0.17154332,-106.856346,3.1106
6.23590231,0.00499979,-105.734413,4.9753
0.05156889,0.04864376,-119.729614,3.6981
1.10373056,0.93838233,-97.293732,1.8717
8.02736792,0.99483645,-102.490486,1.4266
1.14481854,8,-29.073902,0.2405
6.21221733,8,-23.13143,0
2.06042409,8,-36.773968,0.4353
0.53098726,0.63138473,-78.182449,2.4246
0.4063257,0.41960859,-89.916298,2.9701
0.11068081,0.11408039,-85.406326,4.4677
0.13522621,0.15254684,-97.889534,3.723
1.47084916,4.48948622,-56.737392,1.1777
0.77215374,0.79163659,-90.966576,2.7067
5.94334269,5.97081757,-59.048462,0.8922
0.23048934,0.31618983,-61.750729,2.1617
0.01035742,0.01045087,-70.35569,5.0317
0.01476188,0.01162911,-94.638748,6.1876
0.04905176,0.14761125,-82.957611,3.7783
8.41039136,7.27807665,-75.109428,1.0586
0.19385929,0.19981845,-82.80378,3.6359
0.53913492,1.74280834,-60.175163,1.3939
0.02301353,0.03891374,-92.359276,4.4176
3.25137544,2.30840588,-68.90937,1.6065
1.09713924,1.12288892,-91.146637,2.0106
0.14699458,0.2413249,-57.369171,2.186
0.00513293,8,-82.15921,6.2021
8.82216668,5.46007681,-89.813103,1.0097
8.00162627,2.36504746,-89.646294,1.5571
3.23181629,8,-19.539852,0.0535
4.04073811,8,-24.044882,0.2173
0.08062788,0.08386872,-78.065018,3.8485
0.15980096,0.16702649,-92.163948,3.4329
0.01245536,0.01185894,-79.179924,5.1752
0.05722471,0.05958884,-98.505562,4.431
0.05753328,0.06718149,-81.510315,3.8241
2.01775861,8,-19.510426,0.0632
8.3328872,8,-33.551006,0.1962
0.02612766,0.02253043,-95.548271,5.3606
0.00298507,0.24894993,-71.266693,3.0232
0.19137582,0.18900411,-93.180595,3.224
0.00375666,0.02285182,-70.317352,3.9209
0.0258843,0.00987752,-81.834885,4.8993
0.03910118,0.03392445,-96.797455,4.9398
8.89946303,2.96308947,-80.66407,1.529
8.31048123,2.77406836,-81.465088,1.58
8.26948241,8,-17.818989,0.1433
3.47204232,5.55559921,-55.03088,0.2249
0.20148279,0.20967059,-87.6567,3.5814
0.96041513,0.84708566,-99.331779,2.6284
0.06572813,0.07132393,-94.646263,4.4206
1.3417865,1.11366403,-95.883728,2.3426
2.26548767,2.33906913,-87.115128,1.5491
3.33680344,4.14665699,-68.3787,0.6464
1.56089675,1.61686027,-84.816391,2.2799
0.06635711,0.06005383,-88.725571,5.1205
0.057324,0.05918742,-95.895668,4.6644
8.03538531,6.2232933,-74.07457,0.9991
0.44375339,0.45264921,-96.520599,2.99
0.26255956,0.56149191,-64.447975,2.4531
0.00268502,0.00760849,-55.457203,4.1261
0.02508943,0.02630219,-85.952255,5.0758
0.87339771,0.83771664,-88.831177,3.0713
0.23804171,0.23676059,-92.974693,3.2777
0.11827153,0.12181062,-98.535019,3.771
0.06655626,0.0671196,-99.001526,4.4225
0.35933173,0.59128916,-77.339325,2.0355
0.09498322,0.11832303,-91.184921,3.4251
2.41776872,2.74789929,-78.624992,1.0285
0.04369717,0.04485402,-93.872955,4.6862
0.32280597,0.31216952,-92.043648,3.2408
5.00558489,0.00400007,-86.397263,5.8464
0.0583669,0.06340126,-93.761955,4.4044
0.48161358,0.60189241,-84.750107,2.5085
0.42477176,0.40937677,-96.79792,2.7943
8.61799467,0.90558356,-80.713196,2.5866
2.1923101,2.34518552,-75.783676,1.7593
0.01110409,0.01039531,-78.022049,5.4401
0.05102589,0.10639034,-89.093811,3.7871
0.32313493,0.95391941,-73.13221,2.0805
8.59787228,2.12862802,-76.007576,2.833
0.04291439,0.06106598,-61.755108,2.9013
0.04129376,0.35326159,-61.598431,2.6185
0.00563339,0.02216551,-61.246227,3.9821
0.02214017,0.03249719,-90.459343,4.6043
0.36757577,0.49846235,-60.298969,1.7224
8.0721387,7.18392086,-66.741058,1.3248
8.37168602,5.36512518,-69.627625,1.4273
3.86198998,5.00846529,-72.824364,0.7286
0.39748871,0.84464282,-72.42305,2.025
0.1191165,0.15503213,-70.555664,2.8197
6.09940509,0.00603455,-68.242462,4.9047
0.04380832,0.0467155,-97.713058,4.8108
8.29124334,2.65699148,-68.201813,1.6598
0.76619542,1.21006084,-79.014664,2.287
7.23030949,6.96855688,-70.321854,0.7392
3.50427556,8,-29.098663,0.2774
0.17350258,0.18235873,-86.987328,3.7984
0.29990038,0.3224389,-89.20932,2.922
0.04823244,0.08198344,-66.401222,3.6687
5.32623858,0.00390979,-91.407104,6.3134
0.02324099,0.02364748,-94.061569,5.4317
0.43959349,0.22309193,-96.609802,3.6883
1.71937192,1.77215457,-79.256012,1.695
0.09850118,0.12243345,-72.579514,4.9797
0.17001155,0.17463294,-95.030602,3.8757
0.03681963,0.04258843,-95.21109,4.718
0.19585373,0.19878057,-90.604584,3.7682
8.5505415,7.00289679,-70.033943,1.0021
0.14785501,0.1518711,-85.227173,3.7408
0.00476073,0.02205072,-89.797432,4.6897
0.07387402,0.07585336,-98.48616,4.3193
0.03836888,0.02824541,-94.114899,5.7676
0.00423021,8,-89.25959,6.7594
8.03232865,8,-26.654556,0.5385
0.51551455,0.59241653,-79.65554,2.6346
0.23390517,0.26266107,-76.459663,2.7435
0.28815976,0.2842764,-90.444748,3.1674
0.19760785,0.22428431,-98.066254,3.1759
0.54835796,0.59975112,-87.32534,2.4916
0.34455782,0.40251726,-84.090904,2.7169
8.64583687,4.63055563,-91.110779,1.1814
8.59703752,4.66683292,-88.112083,1.0195
8.00168431,8,-32.352242,0.1654
8.35964498,8,-34.675446,0.2839
0.17858286,0.20298965,-85.091225,3.4601
0.23080811,0.27674446,-92.728539,3.3454
0.27718648,0.20240115,-89.721527,3.6651
5.80217827,0.0042765,-94.814919,6.4469
0.04015306,0.04036962,-95.195824,4.9122
0.17531848,0.20115818,-87.942932,3.2013
2.5661149,1.83346403,-85.662354,2.0303
8.40110982,8,-24.684927,0.2101
0.12517111,0.18870239,-84.045387,3.074
0.02933497,0.03891793,-85.479965,4.4132
0.00893904,0.0112361,-69.41851,4.5217
0.10208592,0.10957502,-95.550468,4.0611
0.40338376,0.42398223,-90.697281,2.8997
0.3071563,0.31740648,-88.999832,3.1181
0.18779574,0.80337292,-59.976292,1.8194
0.01874057,0.05269376,-65.80761,3.5376
0.08497251,0.09638827,-97.703575,3.9946
0.13041943,0.13757213,-88.44751,4.1192
0.87872469,8,-39.824436,0.8875
7.08853512,0.065258,-79.200531,3.0273
0.07572505,0.07539101,-84.704666,2.2185
7.08339993,1.25340581,-53.568668,2.1081
5.98650212,0.00496047,-93.313988,5.4912
0.06418277,0.06717426,-95.625137,4.4205
0.06823731,0.06803937,-83.920616,2.4964
8.13224663,7.36331987,-65.433907,0.6068
0.12442531,0.14120781,-84.334068,3.7803
0.94729102,1.1254102,-81.787193,1.8327
0.00515731,0.01061591,-86.663246,5.0257
0.1712312,0.14785408,-94.280045,4.1463
0.04561169,0.05461818,-94.252563,4.3664
8.20124447,2.98694563,-82.750412,1.5781
0.062768,0.06558562,-90.60347,4.7402
0.5329662,1.48620629,-61.648998,2.3407
0.01104386,0.01151339,-92.564156,5.8639
0.06346497,0.06886589,-95.461281,4.1851
1.16217101,1.26446796,-88.173218,2.2173
8.63486254,3.13894033,-89.608223,1.5482
8.70593973,8,-19.153721,0.1511
8.8075696,8,-28.743547,0.3747
0.03250963,0.04443909,-62.73595,3.4326
0.11025299,0.1242524,-94.325798,3.7373
0.5563584,0.57234281,-91.509491,2.5662
5.6363309,0.00444728,-85.563911,5.8944
0.05909384,0.08001383,-89.859299,3.8515
0.41164425,0.43906832,-88.001465,3.0689
2.35574484,1.85488117,-97.563332,1.8224
8.48423747,3.42502761,-89.438469,1.5185
4.11807203,8,-37.924313,0.1997
8.13836508,8,-32.821621,0.3675
0.15048996,0.16973724,-83.906494,3.5625
0.08143182,0.10683089,-75.801613,3.2996
0.14971474,0.14615589,-95.504936,3.9345
5.84573268,0.00747675,-76.848366,4.8148
0.01135718,0.00714966,-91.665611,6.0932
0.04371772,0.04676863,-95.743965,4.6373
0.86318785,1.07388055,-81.641144,1.8735
0.30208203,0.32480031,-93.419159,3.2038
8.04061441,8,-33.585484,0.2889
3.25455475,8,-22.49501,0.1527
2.72016144,8,-26.265825,0.1961
4.20820189,8,-47.431156,0.4121
0.01547442,0.01827047,-80.637207,4.7694
0.60525757,1.06559825,-75.321793,2.2272
0.18314347,0.28077397,-79.92746,2.6857
1.39151454,1.2399236,-86.672249,1.9085
0.11411636,0.11659625,-97.675034,3.8509
0.08862156,0.1946767,-77.448341,3.2719
7.96026897,3.91290832,-81.717857,0.9348
0.05370841,0.0483235,-83.625313,4.5797
1.54120767,1.94042587,-79.076424,1.6338
8.35742077,1.45782805,-91.330307,2.0762
0.00835216,0.01000104,-93.732353,5.6339
0.05648562,0.09168853,-93.372322,3.7483
8.57765965,8,-26.674255,0.2642
0.03079684,0.0311099,-93.630371,4.7559
0.05555384,0.06178405,-92.029198,4.4446
7.32816142,0.06419707,-78.491714,3.6018
0.00888811,0.00464888,-91.951508,6.5225
0.05440982,0.0549371,-94.093918,4.5095
0.06340215,0.06386264,-87.259293,4.6525
1.4197042,1.49449408,-88.278923,1.9146
1.25177062,1.39497256,-90.487488,1.8416
8.98629013,8,-47.815899,0.2241
8.22534417,6.80469418,-57.664642,0.4157
3.54411912,8,-41.619278,0.3847
0.05957054,0.06748455,-89.122971,4.1444
0.43194431,0.79498792,-68.495865,2.0485
4.99612704,0.00299683,-94.785744,6.8819
0.04059373,0.05494554,-98.279839,4.4637
0.06232199,0.06953667,-95.596611,4.6446
2.44173193,2.62651467,-81.914413,1.8193
7.75348187,8,-30.361189,0.2743
9.03774031,8,-23.221359,0.5461
0.03170532,0.03854132,-67.806458,3.8606
1.22745037,2.76161027,-62.869225,1.6691
0.00891975,0.00708504,-74.228668,5.2761
0.03473424,0.04311902,-98.13987,4.8063
0.53851652,0.73533022,-77.946327,2.5426
8.16982388,8,-12.012548,0.1374
0.1448381,0.20115508,-77.087471,2.8103
0.76992524,0.72344232,-94.997162,2.4213
0.26212695,0.25102365,-98.632469,3.2022
2.90929103,4.64316368,-55.514198,0.8191
8.42115687,8,-39.117378,0.312
2.61330533,8,-37.924545,0.5531
0.34322101,0.33954486,-86.338737,3.7077
4.3966105,0.0035669,-75.23954,5.6539
0.06013284,0.06320968,-97.646576,4.4124
1.32301772,2.61652732,-66.259178,1.4631
0.09055812,0.08375285,-96.261307,4.6056
0.01000754,0.01129407,-93.356003,5.4493
0.66712892,0.53949922,-98.880569,2.8148
0.01095655,8,-42.427132,2.6091
8.39617397,8,-44.821537,0.7068
0.02421128,8,-43.820763,2.5762
0.75326294,8,-25.676495,0.3471
1.01766741,1.53147042,-57.364563,1.2846
0.5643422,0.64367533,-86.276749,2.2908
0.01230973,0.00962631,-91.021652,5.8226
0.07558034,0.10385192,-94.036896,3.683
8.27365796,6.19972467,-54.091988,1.8545
8.41389611,7.01215458,-60.66695,0.5931
0.19293863,0.21243285,-79.245155,3.2458
0.00857713,0.00782157,-94.755241,6.1217
0.12437902,0.13343222,-91.389084,3.5884
2.21176863,2.83245993,-69.470078,1.0923
0.21901286,0.35609478,-87.602348,3.1222
2.87883091,3.31207442,-73.823799,1.0078
0.14491969,0.15077159,-94.23288,4.1075
0.03547791,0.03661427,-95.782425,5.2411
0.06315638,0.06932548,-96.302498,4.3444
2.59974814,2.55021691,-95.173195,1.8596
0.43306506,0.51098353,-84.380905,2.6745
8.00827674,4.04964781,-87.250214,1.5929
0.04143226,0.04249694,-81.666542,4.747
0.14401165,0.14522485,-93.184219,3.5949
0.03489406,0.20289925,-57.814091,2.4465
30,0.00286318,-97.607994,7.1679
0.0651902,0.0686599,-95.534096,4.3673
0.27411011,0.30648649,-81.99472,3.1484
8.73129697,5.51309109,-92.36895,1.0006
0.01428776,0.03071529,-94.19912,5.1588
0.0288666,0.03222279,-93.233841,5.0557
0.04197965,0.05052728,-95.875832,5.0562
0.20806685,0.24530175,-75.313141,3.1344
1.80973268,2.79726195,-66.864212,1.5352
0.00571016,0.01023857,-76.429146,5.0009
0.2027946,0.20530088,-98.155426,3.4086
2.00672627,5.22835398,-55.421833,1.283
4.86068106,4.47076654,-63.561115,1.297
7.68086577,6.28159475,-59.406422,0.6572
0.15393959,0.19865236,-80.437897,3.6972
0.01316804,0.01261146,-85.163353,5.6551
0.05610935,0.05655204,-94.616341,4.6003
3.25423503,3.30120421,-87.812698,1.8359
8.24741221,1.79321361,-83.939308,2.6126
2.11952782,8,-17.521215,0.216
0.29417437,0.33054861,-84.940697,3.4082
0.04275291,0.05000682,-95.116631,4.69
4.35314303,0.00294612,-88.839569,6.5265
0.06702909,0.06352215,-99.208733,4.6095
0.21236618,0.32586983,-85.541901,2.8929
0.04551981,0.05779477,-89.056526,4.6049
0.00467007,8,-48.955296,2.0909
1.93386555,1.61782932,-90.355194,2.0993
8.16998578,8,-41.26878,0.6055
7.74642658,7.92057705,-51.292233,0.5029
3.48361087,4.21395493,-69.339844,0.756
8.10019905,8,-49.243782,0.5817
4.18387556,8,-36.43082,0.497
0.75508374,0.79331654,-78.911316,2.1792
1.26284993,1.76851046,-74.193588,1.2041
0.06476215,0.03921378,-80.762482,4.0593
0.0610063,0.0655957,-96.81765,4.2403
0.66216499,0.76255989,-84.444183,1.9017
8.15878098,6.32526588,-79.855064,0.8356
0.72643012,0.76866394,-92.337563,2.3449
0.07880496,0.07863688,-95.633766,4.2248
0.04610615,0.04221131,-86.441612,4.6277
0.09783073,0.09713446,-95.93644,4.0893
0.16062786,0.28977454,-51.813236,2.6337
0.03811308,0.03985694,-96.111534,4.8979
2.05700994,2.04079676,-92.154335,1.6221
8.72655617,8,-24.693489,0.1654
0.01808529,0.02967588,-81.445641,3.5747
0.1693552,0.16683416,-83.42437,2.8739
5.89442572,0.00652834,-77.927444,4.3533
0.01231644,0.02381408,-90.59198,3.6206
